"","index","status","end_date","start_date","years_to_event","event_indicator","total_liabilities_by_net_assets","cash_by_total_assets","cash_by_current_liabilities","current_assets_by_current_liabilities","tax","financial_expenses_by_total_assets","EBIT","working_capital_by_total_assets","size_classification","income_tax_by_total_assets","sector","cooperative","nonprofit","other","private","public","censor","size_small","size_large","size_v_large","EBITDA","log_cash_by_current_liabilities","log_cash_by_total_assets","log_total_liabilities_by_net_assets","log_total_liabilities_by_total_assets"
"2245",2251,"Legal dissolution by expiry","2021-11-27","1984-12-21",37,7,107777.777777778,0.000787628865979381,0.000839099395936299,1.00933552992861,176333.333333333,0,618333.333333333,0.0221649484536082,"Small",0.272680412371134,"K - Financial and insurance activities",0,0,0,1,0,0,1,0,0,637666.666666667,-7.08318138898328,-7.14648356131304,11.5878267731433,11.5878267731433
"2246",2252,"Merger by absorption","2020-12-30","1985-10-15",35,0,1099.29078014184,0.00047741935483871,0.00925,18.625,11333.3333333333,0.00967741935483871,-16666.6666666667,0.145161290322581,"Small",0.109677419354839,"G - Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,1,0,0,1,0,0,-15666.6666666667,-4.6831317274578,-7.64711530269721,7.00242050552322,7.00242050552322
"2247",2253,"Liquidation","2021-12-21","1985-09-16",36,4,2042.94478527607,0.000663663663663664,0.00292715231788079,3.15894039735099,45000,0.0045045045045045,164000,0.015015015015015,"Small",0.202702702702703,"I - Accommodation and food service activities",0,0,0,1,0,0,1,0,0,170000,-5.83372523371936,-7.31773506744483,7.62214756815582,7.62214756815582
"2248",2254,"Liquidation","2021-03-26","1985-10-04",36,4,2263.40830449827,0.0000242690617236767,0.0000801261829652997,2.45867507886435,19000,0.000191094974202178,55666.6666666667,0.242690617236767,"Small",0.0108924135295242,"M - Professional, scientific and technical activities",0,0,0,1,0,0,1,0,0,78333.3333333333,-9.43190787883493,-10.6263081988958,7.72462705556208,7.72462705556208
"2249",2255,"Demerger","2019-06-20","1985-09-11",34,5,8773.52472089314,0.000160879840029086,0.0019281045751634,3.03267973856209,109000,0.00599890928922014,362000,0.0699872750409017,"Small",0.0594437375022723,"I - Accommodation and food service activities",0,0,0,0,1,0,1,0,0,507666.666666667,-6.25121784403475,-8.73485280684967,9.07949391122467,9.07949391122467
"2250",2256,"Demerger","2020-06-25","1985-10-14",35,5,5105.34274193548,0.0000562740645670846,0.000116779348494161,1.4060643310797,3000,0.0170796722282555,99333.3333333333,0.355217691776088,"Medium sized",0.000888537861585546,"C - Manufacturing",0,0,0,0,1,0,0,0,0,394333.333333333,-9.05522431404069,-9.78527679384034,8.53804286682412,8.53804286682412
"2251",2257,"Liquidation","2020-09-17","1985-09-30",35,4,1236.36363636364,0.000495098039215686,0.00429787234042553,8.04255319148936,4333.33333333333,0.0147058823529412,-333.333333333333,0.0294117647058824,"Small",0.0318627450980392,"S - Other service activities",0,0,0,1,0,0,1,0,0,2333.33333333333,-5.44963518329099,-7.61075475598509,7.11992979892577,7.11992979892577
"2252",2258,"Liquidation","2021-09-20","1985-10-11",36,4,2583.33333333333,0.000268817204301075,0.000490196078431373,1.74509803921569,333.333333333333,0.032258064516129,2333.33333333333,0.301075268817204,"Small",0.010752688172043,"G - Wholesale and retail trade; repair of motor vehicles and motorcycles",1,0,0,0,0,0,1,0,0,2333.33333333333,-7.62070508683826,-8.22147894726719,7.85683583367928,7.85683583367928
"2253",2259,"Bankruptcy","2022-10-27","1985-10-18",37,2,2120.3007518797,0.00000354609929078014,0.00000675675675675676,1.90540540540541,0,0.0212765957446809,-13333.3333333333,0.351063829787234,"Small",0,"G - Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,1,0,1,1,0,0,-13333.3333333333,-11.9049675527463,-12.5496623499203,7.6593132216985,7.6593132216985
"2254",2260,"Liquidation","2020-03-31","1985-11-15",35,4,1869.47700631199,0.00095092246472929,0.00209678277053975,2.17973943100239,62000,0.0098878572289883,46000,-0.13758591583263,"Small",0.0224285542023393,"G - Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,1,0,0,1,0,0,52666.6666666667,-6.1673511230149,-6.95807802899577,7.53341399496308,7.53341399496308
"2255",2261,"Liquidation","2019-07-04","1985-11-12",34,4,1168.76818622696,0.0000755186721991701,0.00108333333333333,13.2857142857143,35500,0.000829875518672199,50000,-0.0116182572614108,"Small",0.0883817427385892,"F - Construction",0,0,0,1,0,0,1,0,0,65000,-6.8277125713086,-9.49113061839004,7.06370564088993,7.06370564088993
"2256",2262,"Liquidation","2021-12-14","1985-11-15",36,4,2102.21674876847,0.000589923842999414,0.00119242155121374,1.96151568975725,2000,0.000878734622144112,-142333.333333333,-0.119507908611599,"Small",0.00175746924428822,"C - Manufacturing",0,0,0,0,1,0,1,0,0,-139666.666666667,-6.73176912251143,-7.43551710905801,7.6507476616149,7.6507476616149
"2257",2263,"Liquidation","2020-12-30","1985-02-22",35,4,5848,0.000782489740082079,0.000966216216216216,1.21283783783784,3666.66666666667,0.00410396716826265,149666.666666667,0.012311901504788,"Small",0.0150478796169631,"M - Professional, scientific and technical activities",1,0,0,0,0,0,1,0,0,147333.333333333,-6.94212292248634,-7.15302974735212,8.67385500142962,8.67385500142962
"2258",2264,"Merger by absorption","2019-12-05","1985-11-20",34,0,-1710.75837742504,0.0000427835051546392,0.0000370040124832813,0.493981275078021,0,0.0293814432989691,29666.6666666667,0.57680412371134,"Small",0,"G - Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,0,1,0,1,0,0,68000,-10.2044842057057,-10.0593579232429,NA,NA
"2259",2265,"Merger by absorption","2020-09-21","1985-12-05",35,0,1993.39207048458,0.0000331491712707182,0.000530973451327434,13.9469026548673,333.333333333333,0.00276243093922652,-37000,0.118232044198895,"Small",0.000552486187845304,"F - Construction",0,0,0,1,0,0,1,0,0,-35666.6666666667,-7.54079853547238,-10.3144928410199,7.59759302464072,7.59759302464072
"2260",2266,"Merger by absorption","2020-03-13","1985-12-18",35,0,3118.48958333333,0.00000501043841336117,0.00000754716981132075,1.48301886792453,69333.3333333333,0.00167014613778706,260000,0.0634655532359081,"Small",0.0868475991649269,"J - Information and communication",0,0,0,0,1,0,1,0,0,270000,-11.7943379244084,-12.2039871390392,8.04510405567948,8.04510405567948
"2261",2267,"Liquidation","2021-05-05","1985-11-25",36,4,2485.29411764706,0.0000236686390532544,0.0000396039603960396,1.67326732673267,3500,0,6333.33333333333,1.31360946745562,"Small",0.0621301775147929,"G - Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,1,0,0,1,0,0,6333.33333333333,-10.1365814347035,-10.6513596327853,7.8181462887291,7.8181462887291
"2262",2268,"End of suspension","2021-05-12","1985-12-05",36,6,-6084.00495970242,0.00000611402659601569,0.0000237341772151899,0.361946202531646,0,0.0463647016864523,-335333.333333333,-0.0226728486268915,"Medium sized",0,"I - Accommodation and food service activities",0,0,0,1,0,0,0,0,0,211000,-10.6485944720268,-12.0049249844862,NA,NA
"2263",2269,"Merger by absorption","2022-01-28","1985-11-20",37,0,1388.70703764321,0.000343547436652917,0.00215129151291513,5.50922509225092,14333.3333333333,0.000589275191514437,52666.6666666667,0.275191514437242,"Small",0.0253388332351208,"M - Professional, scientific and technical activities",1,0,0,0,0,0,1,0,0,65333.3333333333,-6.14168691351135,-7.97618535786587,7.23612840448482,7.23612840448482
"2264",2270,"Bankruptcy","2019-11-25","1985-12-23",34,2,3289.23766816144,0.0000184049079754601,0.0000531496062992126,2.81692913385827,14333.3333333333,0.00681663258350375,39666.6666666667,0.619631901840491,"Small",0.0586230402181322,"G - Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,0,1,1,1,0,0,41666.6666666667,-9.84239986055629,-10.9028931911208,8.09841110510505,8.09841110510505
"2265",2271,"Liquidation","2020-12-22","1985-12-24",35,4,1087.78173190985,0.00070556161395856,0.01294,17.86,18000,0.00654307524536532,52666.6666666667,0.089422028353326,"Small",0.0588876772082879,"F - Construction",0,0,0,1,0,0,1,0,0,58000,-4.34743198990938,-7.2565164567377,6.99189579323675,6.99189579323675
"2266",2272,"Merger by absorption","2021-12-27","1985-12-16",36,0,-835.820895522388,0.000160714285714286,0.0000787172011661808,0.41399416909621,10500,0.0357142857142857,11666.6666666667,0.3125,"Small",0.1875,"G - Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,1,0,0,1,0,0,29333.3333333333,-9.44964886014375,-8.73588239238107,NA,NA
"2267",2273,"Merger by absorption","2020-08-20","1986-01-02",34,0,-4581.76100628931,0.0000473575840768703,0.0000921228304405875,0.57543391188251,4000,0.0209334248455731,14000,0.113246396705559,"Small",0.00411805078929307,"G - Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,1,0,0,1,0,0,51666.6666666667,-9.2923877579021,-9.95778358058008,NA,NA
"2268",2274,"Merger by absorption","2021-07-30","1986-01-16",35,0,7624.47257383966,0.0000987825124515772,0.000168237511781338,1.22337417530631,8000,0.0282235749861649,-35000,0.559490868843387,"Small",0.0132816823464305,"G - Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,0,1,0,1,0,0,-10666.6666666667,-8.69013381637643,-9.22258996835467,8.93911842843923,8.93911842843923
"2269",2275,"Merger by absorption","2020-07-31","1986-01-09",34,0,1146.19707003813,0.000362426683007966,0.00294034090909091,8.07883522727273,6666.66666666667,0.00175085354110129,-22333.3333333333,-0.0210102424932154,"Medium sized",0.00175085354110129,"G - Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,0,1,0,0,0,0,-18666.6666666667,-5.82922974888076,-7.92268835789672,7.04420484587473,7.04420484587473
"2270",2276,"Merger by absorption","2020-12-31","1986-01-13",35,0,4511.79820992677,0.00016609558160505,0.000820489977728285,2.09487750556793,21666.6666666667,0.0138863841298467,36000,0.110640216411181,"Medium sized",0.00586113615870153,"G - Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,1,0,0,0,0,0,206000,-7.10560886234324,-8.7029471425113,8.41445106920057,8.41445106920057
"2271",2277,"Liquidation","2021-12-08","1986-01-27",35,4,1778.81619937695,0.000126094570928196,0.000676056338028169,4.01408450704225,101333.333333333,0.00437828371278459,12666.6666666667,0.125218914185639,"Small",0.133099824868651,"C - Manufacturing",0,0,0,0,1,0,1,0,0,41000,-7.29923414511556,-8.97847836962209,7.48370336550813,7.48370336550813
"2272",2278,"Liquidation","2020-11-30","1986-01-21",34,4,2008.17438692098,0.000549525101763908,0.00141114982578397,2.2787456445993,1666.66666666667,0.0176390773405699,10333.3333333333,0.157394843962008,"Small",0.0067842605156038,"C - Manufacturing",0,0,0,1,0,0,1,0,0,18666.6666666667,-6.56335042763522,-7.50645610406493,7.6049813231169,7.6049813231169
"2273",2279,"Merger by absorption","2019-06-21","1986-01-23",33,0,1533.47732181425,0.000509859154929578,0.00223456790123457,3.85802469135802,25333.3333333333,0.0112676056338028,1000,0.105633802816901,"Small",0.107042253521127,"C - Manufacturing",0,0,0,1,0,0,1,0,0,20000,-6.10370740238875,-7.58137603719173,7.33529319493126,7.33529319493126
"2274",2280,"Liquidation","2021-09-30","1986-02-05",35,4,-5710.46770601336,0.000111544461778471,0.000114859437751004,0.819678714859438,0,0.0261310452418097,27666.6666666667,0.447347893915757,"Small",0,"G - Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,1,0,0,1,0,0,89333.3333333333,-9.07180145762104,-9.10108728620285,NA,NA
"2275",2281,"Bankruptcy","2021-12-30","1986-01-15",35,2,-26671.6417910448,0.0000117515388919978,0.0000134357005758157,0.957133717210493,500,0.0559597090095132,-35333.3333333333,0.480693900391718,"Small",0.000839395635142697,"M - Professional, scientific and technical activities",0,0,0,1,0,1,1,0,0,-13666.6666666667,-11.2175951716802,-11.3515263564181,NA,NA
"2276",2282,"Merger by absorption","2020-12-30","1986-01-14",34,0,-1914.89361702128,0.00000806451612903226,0.0000107066381156317,1.31548893647395,29333.3333333333,0.0021505376344086,73000,-0.0017921146953405,"Small",0.0157706093189964,"M - Professional, scientific and technical activities",0,0,0,1,0,0,1,0,0,74333.3333333333,-11.4446466242169,-11.7280368445872,NA,NA
"2277",2283,"Liquidation","2020-10-27","1986-01-22",34,4,-89230.7692307692,0.000192241379310345,0.000246681415929204,0.984513274336283,666.666666666667,0.0189655172413793,-94000,-0.135344827586207,"Small",0.00172413793103448,"G - Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,0,1,0,1,0,0,-76000,-8.30741286791419,-8.55675879162243,NA,NA
"2278",2284,"Bankruptcy","2021-02-02","1986-01-31",35,2,-8285.71428571429,0.000021551724137931,0.0000385802469135803,0.864197530864197,5666.66666666667,0.0267241379310345,25666.6666666667,-0.0448275862068965,"Small",0.0146551724137931,"I - Accommodation and food service activities",0,0,0,1,0,1,1,0,0,52000,-10.1627701504662,-10.7450547382143,NA,NA
"2279",2285,"Liquidation","2019-11-15","1986-01-02",33,4,3236.22047244094,0.000316301703163017,0.00220338983050847,3.14406779661017,1666.66666666667,0.0072992700729927,6666.66666666667,0.0182481751824818,"Small",0.00608272506082725,"F - Construction",0,0,0,0,1,0,1,0,0,18666.6666666667,-6.11775827243227,-8.05881404302279,8.08216140701978,8.08216140701978
"2280",2286,"Merger by absorption","2020-02-21","1986-02-13",34,0,15205.7877813505,0.0000207231972932967,0.0000399510803098247,1.12678353037097,26000,0.0167054345527596,126666.666666667,0.465849016705435,"Small",0.0164939733558892,"G - Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,1,0,0,1,0,0,207333.333333333,-10.1278548445701,-10.7842568429554,9.62943140944678,9.62943140944678
"2281",2287,"Merger by absorption","2019-05-29","1986-03-07",33,0,1066.92913385827,0.0000774907749077491,0.0013125,16.9375,2000,0,15666.6666666667,0.874538745387454,"Small",0.022140221402214,"F - Construction",0,0,0,1,0,0,1,0,0,15666.6666666667,-6.63582156349849,-9.46535166213842,6.9725398328433,6.9725398328433
"2282",2288,"Liquidation","2019-03-29","1986-03-05",33,4,1121.66172106825,0.000293650793650794,0.00274074074074074,9.32098765432099,10666.6666666667,0.00396825396825397,26333.3333333333,0.041005291005291,"Small",0.0211640211640212,"M - Professional, scientific and technical activities",0,0,0,1,0,0,1,0,0,30666.6666666667,-5.8995270517823,-8.13311927328939,7.02256654424936,7.02256654424936
"2283",2289,"Liquidation","2020-06-18","1986-02-27",34,4,1303.67734282325,0.000358507734303913,0.00109444444444444,3.01111111111111,6333.33333333333,0.0100090991810737,12333.3333333333,0.367151956323931,"Small",0.0172884440400364,"N - Administrative and support service activities",0,0,0,1,0,0,1,0,0,13666.6666666667,-6.81750840113436,-7.93356032408782,7.1729442753839,7.1729442753839
"2284",2290,"Merger by absorption","2019-01-01","1986-03-26",33,0,-526.041666666667,0.0000297029702970297,0.0000106382978723404,0.320921985815603,-500,0.0693069306930693,4666.66666666667,0.331683168316832,"Small",-0.00371287128712871,"M - Professional, scientific and technical activities",0,0,0,1,0,0,1,0,0,11666.6666666667,-11.4510500612521,-10.4242635071553,NA,NA
"2285",2291,"Merger by absorption","2021-06-16","1986-03-14",35,0,4773.4375,0.00023240589198036,0.000298319327731092,1.26890756302521,2000,0.0114566284779051,5666.66666666667,0.0212765957446809,"Small",0.00981996726677578,"N - Administrative and support service activities",1,0,0,0,0,0,1,0,0,8666.66666666667,-8.1173460756123,-8.36702518055247,8.47082197423411,8.47082197423411
"2286",2292,"Liquidation","2019-03-18","1986-03-21",33,4,1562.66666666667,0.000645051194539249,0.00216,3.14285714285714,8666.66666666667,0.0170648464163823,-84666.6666666667,0.104948805460751,"Small",0.0443686006825939,"C - Manufacturing",0,0,0,1,0,0,1,0,0,-102000,-6.13764705728606,-7.34618087293956,7.35414904258874,7.35414904258874
"2287",2293,"Merger by absorption","2022-07-01","1986-04-02",36,0,5773.74301675978,0.0000149975810353169,0.0000444126074498567,2.87249283667622,333.333333333333,0,-35000,-0.201741654571843,"Small",0.000483792936623125,"M - Professional, scientific and technical activities",0,0,0,1,0,0,1,0,0,-30000,-10.0219871772594,-11.1076216341788,8.6610758522632,8.6610758522632
"2288",2294,"Merger by absorption","2022-06-30","1986-03-27",36,0,1465.22251694665,0.0000814643467766268,0.000256572695597086,3.14919227114349,26000,0.000502866338127326,69000,0.308357638539676,"Medium sized",0.00784471487478628,"C - Manufacturing",0,0,0,0,1,0,0,0,0,69000,-8.26809851987364,-9.41534509629573,7.28976239861804,7.28976239861804
"2289",2295,"Bankruptcy","2021-06-08","1986-03-28",35,2,2643.67816091954,0.0000304347826086957,0.0000654205607476636,1.80373831775701,2000,0.0217391304347826,-1000,0,"Small",0.0260869565217391,"P - Education",0,0,0,0,1,1,1,0,0,2000,-9.63467396438873,-10.39992443885,7.87992646925075,7.87992646925075
"2290",2296,"Liquidation","2020-03-26","1986-04-02",34,4,1680.98256958748,0.0000713407200382528,0.000564575575786737,7.91378783174252,5491333.33333333,0.000970098416020072,-473333.333333333,-0.0000294264184544526,"Very large",0.00246702706167253,"M - Professional, scientific and technical activities",0,0,0,0,1,0,0,0,1,-460666.666666667,-7.47943630240271,-9.54804328503354,7.42713376428137,7.42713376428137
"2291",2297,"Merger by absorption","2019-01-30","1986-04-09",33,0,2360.27515047291,0.00000837887067395264,0.0000168869309838473,1.89060205580029,13666.6666666667,0.00837887067395264,41333.3333333333,0.492167577413479,"Small",0.014936247723133,"F - Construction",0,0,0,0,1,0,1,0,0,54000,-10.9889705497624,-11.6897974169966,7.7665334804071,7.7665334804071
"2292",2298,"Merger by absorption","2020-07-24","1986-04-21",34,0,3551.25284738041,0.0000436177036561899,0.000127579737335835,1.82363977485929,13000,0.00705580500320718,25000,0.0891597177677999,"Small",0.0125080179602309,"H - Transportation and storage",0,0,0,0,1,0,1,0,0,212666.666666667,-8.96676899797187,-10.0400474428638,8.17505573496474,8.17505573496474
"2293",2299,"Liquidation","2021-03-31","1986-04-28",35,4,1339.13043478261,0.000915584415584416,0.00440625,4.71875,0,0.00649350649350649,-8333.33333333333,0.0194805194805195,"Small",0,"F - Construction",0,0,0,1,0,0,1,0,0,-8000,-5.4247312914037,-6.9959479910176,7.19977575303252,7.19977575303252
