"","index","status","end_date","start_date","years_to_event","event_indicator","total_liabilities_by_net_assets","cash_by_total_assets","cash_by_current_liabilities","current_assets_by_current_liabilities","tax","financial_expenses_by_total_assets","EBIT","working_capital_by_total_assets","size_classification","income_tax_by_total_assets","sector","cooperative","nonprofit","other","private","public","censor","size_small","size_large","size_v_large","EBITDA","log_cash_by_current_liabilities","log_cash_by_total_assets","log_total_liabilities_by_net_assets","log_total_liabilities_by_total_assets"
"5947",5971,"Liquidation","2021-12-24 00:00:00.000000000","2016-02-22",5,4,32415.3846153846,0.0000327479829140959,0.0000379955947136564,1.03579295154185,0,0.0351210251542477,69666.6666666667,0.549121974371144,"Small",0,"F - Construction",0,0,0,0,1,0,1,0,0,120000,-10.1780403335461,-10.3266691881891,10.3863884228907,10.3863884228907
"5948",5972,"Merger by absorption","2020-03-24 00:00:00.000000000","2016-02-25",4,0,-12871.4859437751,0.000104680187207488,0.000262725137039937,0.805403288958496,14000,0.00686427457098284,-49333.3333333333,-0.0159126365054602,"Medium sized",0.00655226209048362,"N - Administrative and support service activities",0,0,0,0,1,0,0,0,0,317666.666666667,-8.24440217860294,-9.16460069192517,NA,NA
"5949",5973,"Liquidation","2021-12-01 00:00:00.000000000","2016-02-29",5,4,7040,0.000153409090909091,0.000287234042553191,1.26595744680851,-2000,0.0227272727272727,-2000,0.289772727272727,"Small",-0.0340909090909091,"H - Transportation and storage",0,0,0,1,0,0,1,0,0,20666.6666666667,-8.15521319524781,-8.78240240801596,8.85936344915209,8.85936344915209
"5950",5974,"Bankruptcy","2022-03-14 00:00:00.000000000","2016-02-29",6,2,-6612.24489795918,0.000422839506172839,0.000437699680511182,0.843450479233227,9000,0.00617283950617284,-28000,0.0154320987654321,"Small",0.0416666666666667,"N - Administrative and support service activities",0,0,0,1,0,1,1,0,0,-1666.66666666667,-7.73397754369417,-7.76851786894634,NA,NA
"5951",5975,"Bankruptcy","2021-06-07 00:00:00.000000000","2016-02-25",5,2,36375,0.000214776632302405,0.000226449275362319,1.02898550724638,20500,0.0498281786941581,53333.3333333333,-0.0962199312714777,"Small",0.105670103092784,"L - Real estate activities",0,0,0,1,0,1,1,0,0,55666.6666666667,-8.39298958795693,-8.44591198941127,10.5016370044738,10.5016370044738
"5952",5976,"Bankruptcy","2020-10-16 00:00:00.000000000","2016-03-01",4,2,-78656.25,0.000145013905442988,0.000157395429064252,0.985769728331177,13666.6666666667,0.00317838696861343,15000,0.158124751688518,"Small",0.0162892332141438,"M - Professional, scientific and technical activities",0,0,0,1,0,1,1,0,0,29666.6666666667,-8.75674926265518,-8.83868092053496,NA,NA
"5953",5977,"Liquidation","2021-05-10 00:00:00.000000000","2016-03-02",5,4,-4237.5,0.0000589970501474926,0.0000496277915632754,0.799007444168734,0,0.00884955752212389,-37000,0.566371681415929,"Small",0,"G - Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,1,0,0,1,0,0,-35000,-9.91095956737483,-9.7380231128086,NA,NA
"5954",5978,"Provisional suspension","2022-06-27 00:00:00.000000000","2016-03-02",6,1,-9082.70676691729,0.0000260761589403973,0.0000433884297520661,0.816804407713499,4666.66666666667,0.0471854304635762,-29000,0.372516556291391,"Medium sized",0.0115894039735099,"C - Manufacturing",0,0,0,1,0,0,0,0,0,-15333.3333333333,-10.0453177479753,-10.5544891116453,NA,NA
"5955",5979,"Bankruptcy","2021-12-13 00:00:00.000000000","2016-02-25",5,2,-3396.72429481347,0.00000241092954728101,0.00000353912701533622,0.567440031458907,7000,0.00803643182427002,34000,0.172783284221806,"Small",0.00562550227698902,"K - Financial and insurance activities",0,0,0,1,0,1,1,0,0,49666.6666666667,-12.551630467068,-12.9354981805605,NA,NA
"5956",5980,"Bankruptcy","2022-10-17 00:00:00.000000000","2016-03-01",6,2,6972.22222222222,0.0000438247011952191,0.0000533980582524272,1.1747572815534,3000,0,666.666666666667,0.382470119521912,"Small",0.0358565737051793,"I - Accommodation and food service activities",0,0,0,1,0,1,1,0,0,1666.66666666667,-9.83773617497335,-10.0353129453155,8.84968927965781,8.84968927965781
"5957",5981,"Ceasing of trading","2021-05-05 00:00:00.000000000","2016-03-07",5,9,1554.76300046019,0.0000981500665976025,0.0025645784996133,17.8051044083527,210000,0.026787035666716,41666.6666666667,0.0182921414829066,"Medium sized",0.0186473286961669,"K - Financial and insurance activities",0,0,1,0,0,0,0,0,0,75666.6666666667,-5.96596114149881,-9.22901295871323,7.34907840171794,7.34907840171794
"5958",5982,"Bankruptcy","2022-09-19 00:00:00.000000000","2016-03-07",6,2,2195.57195571956,0.00013109243697479,0.00026,1.90666666666667,12500,0.0151260504201681,26000,0.161344537815126,"Small",0.0630252100840336,"I - Accommodation and food service activities",0,0,0,1,0,1,1,0,0,29000,-8.25482892694875,-8.93960785783817,7.69419786364807,7.69419786364807
"5959",5983,"Liquidation","2022-10-25 00:00:00.000000000","2016-03-04",6,4,-3000,0.0000836820083682008,0.0000649350649350649,0.740800865800866,0,0.00767085076708508,-314000,-0.326359832635983,"Small",0,"C - Manufacturing",0,0,0,0,1,0,1,0,0,-301666.666666667,-9.64212278840172,-9.38848655735966,NA,NA
"5960",5984,"Bankruptcy","2021-08-12 00:00:00.000000000","2016-03-09",5,2,-17000,0.000398615916955017,0.000394520547945205,0.94041095890411,333.333333333333,0.0456747404844291,-46333.3333333333,-0.256747404844291,"Small",0.000692041522491349,"N - Administrative and support service activities",0,0,0,1,0,1,1,0,0,-30333.3333333333,-7.83783933298863,-7.82751221883278,NA,NA
"5961",5985,"End of suspension","2019-02-08 00:00:00.000000000","2016-03-08",3,6,1027.95031055901,0.00000197031393668725,0.0000828729281767956,41.9171270718232,6666.66666666667,0.0015762511493498,32333.3333333333,0.950873505845265,"Medium sized",0.00262708524891633,"F - Construction",0,0,0,1,0,0,0,0,0,41333.3333333333,-9.39820210914575,-13.1373176691861,6.93532210881479,6.93532210881479
"5962",5986,"Bankruptcy","2020-04-10 00:00:00.000000000","2016-03-04",4,2,-9000,0.0000158730158730159,0.000015,0.905,15000,0.0582010582010582,-5333.33333333333,-0.0740740740740741,"Small",0.238095238095238,"F - Construction",0,0,0,1,0,1,1,0,0,-3666.66666666667,-11.1074603568621,-11.0508900053737,NA,NA
"5963",5987,"Bankruptcy","2022-06-21 00:00:00.000000000","2016-03-09",6,2,-3382.22222222222,0.0000486202365308804,0.00004028307022319,0.755035383777899,8000,0.030880420499343,-122333.333333333,0.106438896189225,"Small",0.0157687253613666,"M - Professional, scientific and technical activities",0,0,0,1,0,1,1,0,0,-106000,-10.1195792709931,-9.9314707241996,NA,NA
"5964",5988,"Bankruptcy","2020-11-23 00:00:00.000000000","2016-03-09",4,2,-1043.01075268817,0.000123711340206186,0.0000983606557377049,0.229508196721312,0,0.0618556701030928,-13333.3333333333,0.216494845360825,"Small",0,"I - Accommodation and food service activities",0,0,0,1,0,1,1,0,0,-6666.66666666667,-9.22686967392739,-8.99755960769752,NA,NA
"5965",5989,"Provisional suspension","2022-09-07 00:00:00.000000000","2016-03-10",6,1,-26973.6842105263,0.0000110104529616725,0.0000368040996971815,0.875844397856976,0,0.00689895470383275,-365500,-0.133379790940767,"Medium sized",0,"E - Water supply; sewerage, waste management and remediation activities",0,0,0,1,0,0,0,0,0,-68500,-10.2099013141797,-11.4166654671429,NA,NA
"5966",5990,"Bankruptcy","2022-05-23 00:00:00.000000000","2016-03-08",6,2,-2507.93650793651,0.000164556962025316,0.000240740740740741,0.425925925925926,500,0.0189873417721519,5666.66666666667,-0.00949367088607595,"Small",0.00949367088607595,"M - Professional, scientific and technical activities",0,0,0,1,0,1,1,0,0,27666.6666666667,-8.33178996808488,-8.71225377398762,NA,NA
"5967",5991,"Bankruptcy","2021-05-21 00:00:00.000000000","2016-03-08",5,2,72333.3333333333,0.0000138248847926267,0.000014018691588785,1.01401869158878,4000,0.00921658986175115,-10666.6666666667,0.516129032258065,"Small",0.0552995391705069,"J - Information and communication",0,0,0,1,0,1,1,0,0,-10666.6666666667,-11.1751190053359,-11.1890403438545,11.1890403438545,11.1890403438545
"5968",5992,"Liquidation","2021-09-30 00:00:00.000000000","2016-03-11",5,4,-255.689424364123,0.000204188481675393,0.0000480295566502463,0.0794334975369458,333.333333333333,0.0209424083769634,-132666.666666667,0.00785340314136126,"Small",0.00261780104712042,"C - Manufacturing",1,0,0,0,0,0,1,0,0,-105666.666666667,-9.94369397301417,-8.49646706089912,NA,NA
"5969",5993,"Bankruptcy","2021-12-21 00:00:00.000000000","2015-06-19",6,2,-9960.39603960396,0.0000288270377733598,0.0000279652844744455,0.902603664416586,1000,0.00795228628230616,-29333.3333333333,-0.801192842942346,"Small",0.00298210735586481,"H - Transportation and storage",0,0,0,1,0,1,1,0,0,-21666.6666666667,-10.4845466572252,-10.4541967996553,NA,NA
"5970",5994,"Bankruptcy","2022-10-04 00:00:00.000000000","2016-03-11",6,2,-9916.66666666667,0.000411764705882353,0.000526881720430107,0.870967741935484,1000,0.151260504201681,24500,-0.126050420168067,"Small",0.0168067226890756,"I - Accommodation and food service activities",0,0,0,1,0,1,1,0,0,34000,-7.54853447402477,-7.79505847398304,NA,NA
"5971",5995,"Liquidation","2019-10-14 00:00:00.000000000","2016-03-01",3,4,-645.833333333333,0.000763440860215054,0.000307359307359307,0.380952380952381,0,0.0752688172043011,-17000,0,"Small",0,"N - Administrative and support service activities",0,0,0,1,0,0,1,0,0,-16666.6666666667,-8.08749311246262,-7.17767489509408,NA,NA
"5972",5996,"Liquidation","2021-11-30 00:00:00.000000000","2016-03-14",5,4,1362.16216216216,0.000671957671957672,0.00264583333333333,3.890625,14000,0.00198412698412698,47000,0.174603174603175,"Small",0.0555555555555556,"J - Information and communication",0,0,0,1,0,0,1,0,0,48666.6666666667,-5.93476920343144,-7.30531520758319,7.21682854141524,7.21682854141524
"5973",5997,"Liquidation","2021-12-16 00:00:00.000000000","2016-03-14",5,4,32000,0.00009375,0.0000983606557377049,1.04918032786885,2000,0,-14500,0.328125,"Small",0.0625,"G - Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,1,0,0,1,0,0,-14500,-9.22686967392739,-9.27487889311375,10.3734911817819,10.3734911817819
"5974",5998,"Merger by absorption","2022-06-24 00:00:00.000000000","2016-03-17",6,0,-7891.30434782609,0.000000550964187327824,0.00000422535211267606,0.028169014084507,8000,0.00128558310376492,31666.6666666667,0.00110192837465565,"Small",0.00440771349862259,"K - Financial and insurance activities",0,0,0,0,1,0,1,0,0,32000,-12.3744079603494,-14.4115960256811,NA,NA
"5975",5999,"Liquidation","2019-12-20 00:00:00.000000000","2016-03-10",3,4,10752.9411764706,0.000785557986870897,0.000913486005089059,1.10687022900763,0,0.0557986870897155,7000,-0.396061269146608,"Medium sized",0,"I - Accommodation and food service activities",0,0,0,1,0,0,0,0,0,9666.66666666667,-6.99824250236312,-7.14911628138806,9.28293459394597,9.28293459394597
"5976",6000,"Bankruptcy","2021-06-28 00:00:00.000000000","2016-03-18",5,2,1827.02702702703,0.0000384615384615385,0.0000948905109489051,2.35401459854015,0,0.0014792899408284,113666.666666667,0.415680473372781,"Small",0,"M - Professional, scientific and technical activities",0,0,0,1,0,1,1,0,0,117000,-9.26278684734872,-10.1658518170036,7.51044534938683,7.51044534938683
"5977",6001,"Liquidation","2022-09-28 00:00:00.000000000","2016-03-16",6,4,12159.7122302158,0.000939297124600639,0.00108102955195424,1.09464796404739,71000,0.00035498757543486,63666.6666666667,-1.23872914447994,"Small",0.025204117855875,"M - Professional, scientific and technical activities",0,0,0,1,0,0,1,0,0,111666.666666667,-6.82984140309074,-6.97037870218361,9.40588348996183,9.40588348996183
"5978",6002,"Bankruptcy","2022-10-17 00:00:00.000000000","2016-03-18",6,2,-10188.5245901639,0.00013917940466613,0.000215174129353234,0.847014925373134,5000,0.0716009654062751,-32666.6666666667,-0.172968624296058,"Small",0.0120675784392599,"N - Administrative and support service activities",0,0,0,1,0,1,1,0,0,5000,-8.44406295366332,-8.87974677599507,NA,NA
"5979",6003,"Bankruptcy","2020-11-17 00:00:00.000000000","2016-03-17",4,2,-5141.30434782609,0,0,0.535,0,0.0380549682875264,-8666.66666666667,0.040169133192389,"Small",0,"G - Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,1,0,1,1,0,0,3666.66666666667,-17.6893192769552,-18.7575546855936,NA,NA
"5980",6004,"Bankruptcy","2022-06-28 00:00:00.000000000","2016-03-22",6,2,6609.75609756098,0.000206642066420664,0.000368421052631579,1.27631578947368,3000,0.0479704797047971,-6666.66666666667,0.195571955719557,"Small",0.033210332103321,"Q - Human health and social work activities",0,0,0,1,0,1,1,0,0,5666.66666666667,-7.90628410909326,-8.48452240912669,8.79630203315753,8.79630203315753
"5981",6005,"Bankruptcy","2022-04-28 00:00:00.000000000","2016-03-18",6,2,-6273.97260273973,0.0000567685589519651,0.0000751445086705202,0.789017341040463,666.666666666667,0.0240174672489083,-1666.66666666667,-0.304585152838428,"Small",0.00436681222707424,"I - Accommodation and food service activities",0,0,0,1,0,1,1,0,0,15000,-9.49609751601838,-9.77652792507484,NA,NA
"5982",6006,"Bankruptcy","2022-11-28 00:00:00.000000000","2016-03-24",6,2,-1679.01234567901,0.000125,0.000101796407185629,0.51497005988024,0,0.0882352941176471,-3333.33333333333,-0.0661764705882353,"Small",0,"S - Other service activities",0,0,0,1,0,1,1,0,0,2333.33333333333,-9.19253574734268,-8.98719682066197,NA,NA
"5983",6007,"Merger by absorption","2021-08-05 00:00:00.000000000","2016-03-25",5,0,1533.65384615385,0.000428422152560084,0.00134868421052632,3.05263157894737,17333.3333333333,0,82333.3333333333,0.180773249738767,"Small",0.0543364681295716,"M - Professional, scientific and technical activities",1,0,0,0,0,0,1,0,0,84333.3333333333,-6.60862582069001,-7.75540151073674,7.33540830206566,7.33540830206566
"5984",6008,"Liquidation","2020-09-18 00:00:00.000000000","2016-03-29",4,4,7679.42583732057,0.000783644859813084,0.00111133200795229,1.18444886238127,142333.333333333,0.00233644859813084,408666.666666667,-0.878504672897196,"Small",0.0332554517133956,"M - Professional, scientific and technical activities",0,0,0,1,0,0,1,0,0,510000,-6.80219597592678,-7.15155462517483,8.94630006258144,8.94630006258144
"5985",6009,"Bankruptcy","2022-10-13 00:00:00.000000000","2016-03-29",6,2,-1122.44897959184,0.000318181818181818,0.000217391304347826,0.391304347826087,0,0.0818181818181818,-16666.6666666667,0.0954545454545455,"Small",0,"I - Accommodation and food service activities",0,0,0,1,0,1,1,0,0,-10333.3333333333,-8.43381158247719,-8.05288758328514,NA,NA
"5986",6010,"Merger by absorption","2020-07-03 00:00:00.000000000","2016-03-29",4,0,1196.62921348315,0.000779342723004695,0.00503030303030303,6.42424242424242,0,0,16333.3333333333,0.23943661971831,"Small",0,"J - Information and communication",0,0,0,0,1,0,1,0,0,16333.3333333333,-5.29227505209207,-7.15705965633502,7.08726389439948,7.08726389439948
"5987",6011,"Judicial winding up","2022-04-29 00:00:00.000000000","2016-03-25",6,8,-13454.5454545455,0.000162162162162162,0.000224299065420561,0.897196261682243,2000,0.0608108108108108,6333.33333333333,0.162162162162162,"Small",0.0405405405405405,"I - Accommodation and food service activities",0,0,0,1,0,0,1,0,0,8333.33333333333,-8.4025302830961,-8.72691372239831,NA,NA
"5988",6012,"Bankruptcy","2022-07-05 00:00:00.000000000","2015-06-19",7,2,-3668.96551724138,0.0000225563909774436,0.0000338983050847458,1.43785310734463,4500,0.0244360902255639,9666.66666666667,-0.0808270676691729,"Small",0.0253759398496241,"F - Construction",0,0,0,1,0,1,1,0,0,14000,-10.2921455423279,-10.6994921185358,NA,NA
"5989",6013,"Bankruptcy","2021-12-13 00:00:00.000000000","2016-03-31",5,2,19928.5714285714,0,0,1.05329949238579,2333.33333333333,0.044205495818399,28333.3333333333,0.313022700119474,"Small",0.00836320191158901,"F - Construction",0,0,0,1,0,1,1,0,0,29000,-17.6893192769552,-18.7575546855936,9.89990973118824,9.89990973118824
"5990",6014,"Bankruptcy","2021-12-22 00:00:00.000000000","2016-03-29",5,2,-240.625,0.000285714285714286,0.000061624649859944,0.100840336134454,0,0.025974025974026,-96500,-3.01298701298701,"Small",0,"I - Accommodation and food service activities",0,0,0,1,0,1,1,0,0,-92000,-9.69444860740346,-8.1605182474775,NA,NA
"5991",6015,"Bankruptcy","2021-12-09 00:00:00.000000000","2016-03-31",5,2,63750,0.0000941176470588235,0.000132596685082873,1.02762430939227,8000,0.0117647058823529,25000,0.211764705882353,"Small",0.0627450980392157,"J - Information and communication",0,0,0,1,0,1,1,0,0,40000,-8.92819847990002,-9.27096499379262,11.0627244630207,11.0627244630207
"5992",6016,"Bankruptcy","2021-09-09 00:00:00.000000000","2016-04-01",5,2,-1606.96517412935,0.000114551083591331,0.000120521172638436,0.342019543973941,3000,0.00928792569659443,3666.66666666667,-0.510835913312694,"Small",0.0278637770897833,"I - Accommodation and food service activities",0,0,0,1,0,1,1,0,0,13666.6666666667,-9.02368511392511,-9.07448968956057,NA,NA
"5993",6017,"Liquidation","2021-07-13 00:00:00.000000000","2016-03-02",5,4,-3379.62962962963,0.000161643835616438,0.000139150943396226,0.742924528301887,0,0.0136986301369863,-7666.66666666667,-0.134246575342466,"Small",0,"M - Professional, scientific and technical activities",0,0,0,1,0,0,1,0,0,-5333.33333333333,-8.87995129030837,-8.73011518865891,NA,NA
"5994",6018,"Bankruptcy","2021-03-30 00:00:00.000000000","2016-03-24",5,2,71166.6666666667,0.0000491803278688525,0.0000522388059701493,1.01492537313433,5000,0.0117096018735363,14000,0.245901639344262,"Small",0.0234192037470726,"G - Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,1,0,1,1,0,0,26500,-9.85968492987774,-9.92001685448734,11.1727798229827,11.1727798229827
"5995",6019,"Liquidation","2019-12-30 00:00:00.000000000","2016-04-05",3,4,-1490.38461538462,0.0000774193548387097,0.0000588235294117647,0.156862745098039,0,0.0387096774193548,-29333.3333333333,-0.116129032258065,"Small",0,"I - Accommodation and food service activities",0,0,0,1,0,0,1,0,0,-8000,-9.74096862303835,-9.46627374611338,NA,NA
"5996",6020,"Bankruptcy","2022-11-22 00:00:00.000000000","2016-03-31",6,2,2096.97601668405,0.000220785678766783,0.000679938744257274,2.46860643185299,33000,0.0387866732968672,150333.333333333,0.435106911984088,"Small",0.0492292391844853,"F - Construction",0,0,0,1,0,1,1,0,0,134000,-7.29350784582634,-8.41831810632256,7.64825159387135,7.64825159387135
"5997",6021,"Liquidation","2020-12-22 00:00:00.000000000","2016-03-31",4,4,7750,0.000225806451612903,0.000265151515151515,1.15151515151515,1000,0.0516129032258065,7500,-0.0516129032258065,"Small",0.0129032258064516,"G - Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,1,0,0,1,0,0,9500,-8.23520914007909,-8.39583233441197,8.95544812234739,8.95544812234739
"5998",6022,"Bankruptcy","2022-02-28 00:00:00.000000000","2016-04-04",6,2,-764.705882352941,0.0000769230769230769,0.0000362537764350453,0.38368580060423,0,0.0641025641025641,-45666.6666666667,-0.602564102564103,"Small",0,"I - Accommodation and food service activities",0,0,0,1,0,1,1,0,0,-36333.3333333333,-10.2249670045712,-9.47270463644367,NA,NA
"5999",6023,"Bankruptcy","2021-01-05 00:00:00.000000000","2016-04-07",5,2,-3324.67532467532,0.00001953125,0.0000172413793103448,0.731034482758621,0,0.03515625,-83500,0.6328125,"Small",0,"G - Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,1,0,1,1,0,0,-80500,-10.9681982895286,-10.8434948110276,NA,NA
"6000",6024,"Merger by absorption","2020-06-12 00:00:00.000000000","2016-04-08",4,0,2457.62711864407,0.000862068965517241,0.00150602409638554,1.71084337349398,1666.66666666667,0.0137931034482759,3333.33333333333,0.113793103448276,"Small",0.0344827586206897,"M - Professional, scientific and technical activities",0,0,0,1,0,0,1,0,0,3333.33333333333,-6.49828214947643,-7.05617528410041,7.80695157749699,7.80695157749699
"6001",6025,"Merger by absorption","2022-09-28 00:00:00.000000000","2016-04-08",6,0,-6400,0.0000673295454545455,0.0000924336973478939,0.996879875195008,36000,0.0352272727272727,-48333.3333333333,0.182386363636364,"Small",0.0613636363636364,"S - Other service activities",0,0,0,1,0,0,1,0,0,-20666.6666666667,-9.28901895588757,-9.60591140643915,NA,NA
"6002",6026,"Bankruptcy","2022-10-03 00:00:00.000000000","2016-04-11",6,2,26672.4137931034,0.0000122818358112476,0.000012751677852349,1.03825503355705,6000,0.00904977375565611,8000,0.127343244990304,"Medium sized",0.0116354234001293,"H - Transportation and storage",0,0,0,1,0,1,0,0,0,8000,-11.2698476987552,-11.3073891503888,10.1913851190088,10.1913851190088
"6003",6027,"Liquidation","2020-12-01 00:00:00.000000000","2016-04-08",4,4,-2000,0.000740875912408759,0.000495121951219512,0.664634146341463,0,0.0072992700729927,-96333.3333333333,-1.23175182481752,"Small",0,"C - Manufacturing",0,0,0,0,1,0,1,0,0,-94666.6666666667,-7.6107064596387,-7.20767740632842,NA,NA
"6004",6028,"Liquidation","2022-07-28 00:00:00.000000000","2016-04-11",6,4,1741.17647058824,0.000510135135135135,0.00126890756302521,2.40336134453782,7000,0,31666.6666666667,-0.162162162162162,"Small",0.0709459459459459,"K - Financial and insurance activities",0,0,0,1,0,0,1,0,0,32666.6666666667,-6.66959893527874,-7.58083489649127,7.46231629625594,7.46231629625594
"6005",6029,"Merger by absorption","2021-03-31 00:00:00.000000000","2016-04-12",5,0,6666.66666666667,0.000025,0.000038961038961039,1.23376623376623,4500,0,1000,0.775,"Small",0.1125,"M - Professional, scientific and technical activities",0,0,0,1,0,0,1,0,0,3666.66666666667,-10.1529484121677,-10.5966347330961,8.80487526386802,8.80487526386802
"6006",6030,"Bankruptcy","2022-03-14 00:00:00.000000000","2016-04-11",6,2,2666.66666666667,0.000119318181818182,0.000207920792079208,1.65346534653465,12000,0.0113636363636364,35500,-0.0340909090909091,"Small",0.204545454545455,"F - Construction",0,0,1,0,0,1,1,0,0,39000,-8.47835335809997,-9.03371683629687,7.88858453199386,7.88858453199386
"6007",6031,"Bankruptcy","2022-03-31 00:00:00.000000000","2016-04-12",6,2,-8626.0162601626,0.0000179076343072573,0.0000482233502538071,0.687817258883249,1666.66666666667,0.0131950989632422,10000,0.0706880301602262,"Small",0.00471253534401508,"M - Professional, scientific and technical activities",0,0,0,1,0,1,1,0,0,35333.3333333333,-9.93966720911363,-10.9302834384297,NA,NA
"6008",6032,"Bankruptcy","2022-11-21 00:00:00.000000000","2016-04-12",6,2,-13375,0.000142056074766355,0.000315352697095436,1.48547717842324,3000,0.0130841121495327,16333.3333333333,-0.0448598130841121,"Small",0.0168224299065421,"H - Transportation and storage",0,0,0,1,0,1,1,0,0,45666.6666666667,-8.06181887218646,-8.85928868559181,NA,NA
"6009",6033,"Bankruptcy","2022-05-31 00:00:00.000000000","2016-04-14",6,2,-578.947368421053,0.0000363636363636364,0.0000133333333333333,0.366666666666667,1000,0,-31333.3333333333,0.709090909090909,"Small",0.0545454545454545,"H - Transportation and storage",0,0,0,1,0,1,1,0,0,-31333.3333333333,-11.2252433925184,-10.2219412836547,NA,NA
"6010",6034,"Liquidation","2020-05-04 00:00:00.000000000","2016-04-14",4,4,27250,0.000275229357798165,0.0003,1.03,500,0,-3333.33333333333,-0.256880733944954,"Small",0.0137614678899083,"N - Administrative and support service activities",0,0,0,1,0,0,1,0,0,-2333.33333333333,-8.11172808330807,-8.19790577954913,10.2128088000914,10.2128088000914
"6011",6035,"Bankruptcy","2022-06-07 00:00:00.000000000","2016-04-14",6,2,4308.68167202572,0.0000694029850746269,0.0000996784565916399,1.33440514469453,12333.3333333333,0.0104477611940299,89000,0.37910447761194,"Small",0.0276119402985075,"F - Construction",0,0,0,1,0,1,1,0,0,96000,-9.21356098667622,-9.57558067877384,8.36838725974786,8.36838725974786
"6012",6036,"Bankruptcy","2022-10-06 00:00:00.000000000","2016-04-14",6,2,-1006.57894736842,0.000189542483660131,0.000115079365079365,0.396825396825397,0,0.0718954248366013,-22000,-0.163398692810458,"Small",0,"I - Accommodation and food service activities",0,0,0,1,0,1,1,0,0,-11666.6666666667,-9.06988853650709,-8.5708973703881,NA,NA
"6013",6037,"Liquidation","2019-06-24 00:00:00.000000000","2016-04-15",3,4,-1317.56756756757,0.000158974358974359,0.000147619047619048,0.3,500,0.0256410256410256,-5500,0.194871794871795,"Small",0.00512820512820513,"J - Information and communication",0,0,0,1,0,0,1,0,0,6000,-8.82087560521446,-8.74676763306074,NA,NA
"6014",6038,"Merger by absorption","2022-06-14 00:00:00.000000000","2016-04-18",6,0,1593.86973180077,0.000745192307692308,0.002,2.68387096774194,17666.6666666667,0.0120192307692308,58666.6666666667,0.206730769230769,"Small",0.127403846153846,"J - Information and communication",0,0,0,1,0,0,1,0,0,59000,-6.21460809842219,-7.20186824176421,7.37392013192071,7.37392013192071
"6015",6039,"Bankruptcy","2022-05-17 00:00:00.000000000","2016-04-08",6,2,4066.66666666667,0.00000204918032786885,0.00000278551532033426,1.33147632311978,6500,0.0204918032786885,15333.3333333333,0.381147540983607,"Small",0.0399590163934426,"H - Transportation and storage",0,0,0,1,0,1,1,0,0,19666.6666666667,-12.7910776674704,-13.0980706848353,8.31057894205324,8.31057894205324
"6016",6040,"Bankruptcy","2022-04-25 00:00:00.000000000","2016-04-19",6,2,-9590.90909090909,0.000033175355450237,0.0000329411764705882,0.898823529411765,-500,0.052132701421801,5000,0.0497630331753555,"Small",-0.00355450236966825,"H - Transportation and storage",0,0,0,1,0,1,1,0,0,6000,-10.3207871182913,-10.3137032634029,NA,NA
"6017",6041,"Bankruptcy","2020-06-16 00:00:00.000000000","2016-04-15",4,2,7807.69230769231,0.000253694581280788,0.00045374449339207,1.23348017621145,5500,0.041871921182266,41000,0.0985221674876847,"Small",0.0270935960591133,"I - Accommodation and food service activities",0,0,0,1,0,1,1,0,0,76500,-7.6979763082339,-8.27937945035423,8.96286472000244,8.96286472000244
"6018",6042,"Merger by absorption","2020-01-09 00:00:00.000000000","2016-04-19",4,0,2849.28229665072,0.0000167926112510495,0.0000664451827242525,3.78405315614618,59000,0.00167926112510495,145333.333333333,0.152812762384551,"Small",0.148614609571788,"S - Other service activities",0,0,0,1,0,0,1,0,0,150333.333333333,-9.61913327017702,-10.9945715747834,7.95482241581268,7.95482241581268
"6019",6043,"Judicial winding up","2022-02-22 00:00:00.000000000","2016-04-20",6,8,-1581.81818181818,0.00032183908045977,0.000294736842105263,0.421052631578947,500,0,333.333333333333,-0.0172413793103448,"Small",0.0172413793103448,"I - Accommodation and food service activities",0,0,0,1,0,0,1,0,0,2666.66666666667,-8.12942766040747,-8.04145888746152,NA,NA
"6020",6044,"Liquidation","2022-09-16 00:00:00.000000000","2016-04-15",6,4,2235.29411764706,0.000815789473684211,0.00163157894736842,1.94736842105263,2000,0,0,0,"Small",0.157894736842105,"R - Arts, entertainment and recreation",1,0,0,0,0,0,1,0,0,2333.33333333333,-6.41820705366343,-7.11135423422338,7.71212809465231,7.71212809465231
"6021",6045,"Bankruptcy","2020-03-19 00:00:00.000000000","2016-04-20",4,2,-986.175115207373,0.0000327102803738318,0.0000219435736677116,0.31974921630094,500,0.014018691588785,-36500,0,"Small",0.00467289719626168,"G - Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,1,0,1,1,0,0,-23000,-10.7270362327117,-10.3278211449487,NA,NA
"6022",6046,"Merger by absorption","2020-06-30 00:00:00.000000000","2016-04-20",4,0,5801.47058823529,0.000354879594423321,0.000740740740740741,1.35978835978836,0,0.0126742712294043,3333.33333333333,-0.179974651457541,"Small",0,"K - Financial and insurance activities",0,0,0,1,0,0,1,0,0,34666.6666666667,-7.20785987143248,-7.94373199665876,8.66586671409196,8.66586671409196
